l2_size(kb),bw(GB/s)
7048,2641.18
7049,2699.68
7050,2685.01
7051,2696.36
7052,2638.76
7053,2623.83
7054,2854.79
7055,2651.44
7056,2627.11
7057,2651.49
7058,2612.13
7059,2785.34
7060,2627.26
7061,2884.59
7062,2621.07
7063,2692.3
7064,2842.56
7065,2589.06
7066,2723.13
7067,2642.67
7068,2927.37
7069,2628.32
7070,2636.67
7071,2892.98
7072,2654.6
7073,2675.29
7074,2770.84
7075,2668.27
7076,2699.55
7077,2643.76
7078,2658.25
7079,2602.44
7080,2605.64
7081,2876.07
7082,2678.69
7083,2617.14
7084,2662.23
7085,2676.1
7086,2744.13
7087,2649.48
7088,2915.97
7089,2643.77
7090,2767.35
7091,2730.88
7092,2639.59
7093,2683.18
7094,2646.76
7095,2812.18
7096,2588.88
7097,2652.7
7098,2863.38
7099,2724.82
7100,2629.99
7101,2888.3
7102,2690.39
7103,2736.05
7104,2689.13
7105,2800.7
7106,2725.09
7107,2659.22
7108,2926.26
7109,2655.22
7110,2712.33
7111,2681.58
7112,2682.47
7113,2683.97
7114,2695.02
7115,2942.96
7116,2658.55
7117,2692.78
7118,2803.23
7119,2730.25
7120,2728.08
7121,2688.69
7122,2788.2
7123,2771.58
7124,2708.09
7125,2889.23
7126,2716.68
7127,2724.63
7128,2992.38
7129,2670.93
7130,2769.52
7131,2593.37
7132,2883.97
7133,2671.78
7134,2701.11
7135,2794.31
7136,2614.96
7137,2705.03
7138,2704.52
7139,2585.75
7140,2732.3
7141,2663.4
7142,2934.1
7143,2651.89
7144,2666.07
7145,2842.33
7146,2674.89
7147,2756.19
7148,2642.73
7149,2859.4
7150,2697.32
7151,2686.07
7152,2722.19
7153,2671.49
7154,2726.91
7155,2926.63
7156,2648.47
7157,2697.93
7158,2708.36
7159,2843.43
7160,2683.31
7161,2629.81
7162,2891.47
7163,2635.26
7164,2789.58
7165,2594.31
7166,2660.95
7167,2711.98
7168,2676.55
7169,2861.25
7170,2698.23
7171,2743.63
7172,2935
7173,2639.25
7174,2761.42
7175,2707.17
7176,2953.77
7177,2733.53
7178,2673.07
7179,2959.81
7180,2705.46
7181,2687.81
7182,2936
7183,2697.75
7184,2729.56
7185,2724.58
7186,2838.37
7187,2681.42
7188,2661.33
7189,2862.75
7190,2652.18
7191,2771.44
7192,2675.82
7193,2649.45
7194,2791.09
7195,2704.63
7196,2941.61
7197,2632.53
7198,2770.78
7199,2925.41
7200,2706.66
7201,2668.14
7202,2686.76
7203,2927.05
7204,2763.37
7205,2572.92
7206,2880.75
7207,2707.27
7208,2753.25
7209,2822.59
7210,2673.21
7211,2776.76
7212,2769.63
7213,2744.46
7214,2665.55
7215,2661.38
7216,2958.03
7217,2657.69
7218,2712.1
7219,2696.43
7220,2729.78
7221,2635.45
7222,2695.8
7223,2946.57
7224,2750.15
7225,2667.54
7226,2897.31
7227,2704.33
7228,2812.9
7229,2582.01
7230,2918.68
7231,2775.83
7232,2739
7233,2766.6
7234,2703.11
7235,2775.04
7236,2986.79
7237,2642.96
7238,2752.72
7239,2675.91
7240,2971.64
7241,2566.25
7242,2720.19
7243,2947.83
7244,2819.94
7245,2683.19
7246,2735.8
7247,2743.82
7248,2675.45
7249,2704.38
7250,2985.71
7251,2747.46
7252,2645.9
7253,2897.16
7254,2710.75
7255,2862.98
7256,2601.79
7257,2906.89
7258,2758.36
7259,2774.2
7260,2827.76
7261,2721.77
7262,2796.36
7263,3023.17
7264,2596.08
7265,2760.01
7266,2671.1
7267,2909.17
7268,2633.79
7269,2714.74
7270,2963.52
7271,2762.08
7272,2728.9
7273,2721.89
7274,2807.65
7275,2633.77
7276,2750.13
7277,2970.76
7278,2782.55
7279,2662.91
7280,2857.62
7281,2691.48
7282,2829.46
7283,2626.3
7284,2917.47
7285,2802.84
7286,2783.31
7287,2825.89
7288,2729.12
7289,2820.24
7290,3054.75
7291,2652.98
7292,2810
7293,2746.99
7294,2950.31
7295,2688.33
7296,2697.03
7297,2944.18
7298,2753.25
7299,2744.66
7300,2690.42
7301,2776.14
7302,2701.84
7303,2724.01
7304,3015.79
7305,2829.15
7306,2682.95
7307,2946.23
7308,2738.61
7309,2857.05
7310,2638.77
7311,2967.51
7312,2797.8
7313,2782.37
7314,2843.39
7315,2719.63
7316,2764.85
7317,2966.76
7318,2622.52
7319,2821.55
7320,2724.8
7321,2824.83
7322,2703.65
7323,2751.58
7324,3025.09
7325,2727.3
7326,2839.06
7327,2745.89
7328,2824.12
7329,2798.2
7330,2831.17
7331,3051.49
7332,2803.45
7333,2800.82
7334,3004.29
7335,2773.76
7336,2839.26
7337,2788.18
7338,3026.77
7339,2812.33
7340,2742.72
7341,2940.07
7342,2769.28
7343,2810.46
7344,2830.61
7345,2738.82
7346,2859.08
7347,2741.84
7348,2801.4
7349,2770.5
7350,2742.78
7351,2951.78
7352,2668.74
7353,2819.51
7354,2765.59
7355,2682.06
7356,2869.25
7357,2772.67
7358,3023.45
7359,2656.42
7360,2874.17
7361,2969.98
7362,2786.94
7363,2766.26
7364,2824.82
7365,3017.79
7366,2835.31
7367,2673.46
7368,2968.38
7369,2774.25
7370,2798.17
7371,2980.9
7372,2790.76
7373,2855.42
7374,2700.87
7375,2980.09
7376,2741.01
7377,2780.8
7378,2853.16
7379,2776.4
7380,2801.72
7381,2731.58
7382,2667.93
7383,2822.96
7384,2797.19
7385,2809.24
7386,2724.12
7387,2767.65
7388,2978.32
7389,2667.07
7390,2843.83
7391,2775.85
7392,2923.85
7393,2779.77
7394,2820.39
7395,2998.05
7396,2712.96
7397,2779.81
7398,2999.53
7399,2794.25
7400,2698.52
7401,2790.85
7402,2983.47
7403,2783.5
7404,2656.69
7405,3019.29
7406,2737.46
7407,2743.48
7408,2734.13
7409,2723.31
7410,2823.06
7411,2731.68
7412,3025.41
7413,2774.27
7414,2746.93
7415,2952.8
7416,2749.04
7417,2928.39
7418,2679.05
7419,2995.03
7420,2819.01
7421,2822.85
7422,2917.18
7423,2741.24
7424,2908.79
7425,2882.48
7426,2744.04
7427,2796.74
7428,2784.78
7429,2913.22
7430,2758.86
7431,2819.5
7432,2918.03
7433,2780.32
7434,2809.38
7435,2722.98
7436,2800.61
7437,2756.59
7438,2755.59
7439,2982.67
7440,2729.33
7441,2877.69
7442,2832.85
7443,2833.34
7444,2878.59
7445,2814.85
7446,2955.1
7447,2877.12
7448,2865.81
7449,2860.93
7450,2823.97
7451,2892.45
7452,3065.37
7453,2744.01
7454,2881.85
7455,2848.91
7456,2922.37
7457,2829.71
7458,2772.93
7459,2951.1
7460,2781.63
7461,2816.78
7462,2808.09
7463,2743.08
7464,2878.02
7465,2832.55
7466,2925.99
7467,2759.13
7468,2852.95
7469,2889.55
7470,2737.39
7471,2856.61
7472,2806.29
7473,2948.96
7474,2870.96
7475,2837.64
7476,2849.52
7477,2834.88
7478,2816.61
7479,3002.94
7480,2709.74
7481,2869.26
7482,2807.74
7483,2870.24
7484,2783.24
7485,2865.5
7486,2926.46
7487,2841.84
7488,2869.51
7489,2822.06
7490,2851.82
7491,2879.17
7492,2800.36
7493,3053.49
7494,2826.06
7495,2863.31
7496,2949.21
7497,2813.93
7498,2826.01
7499,2723.6
7500,3011.55
7501,2821.59
7502,2831.4
7503,2923.61
7504,2767.98
7505,2911.42
7506,2886.1
7507,2762.22
7508,2846.02
7509,2747.91
7510,2980.33
7511,2760.7
7512,2821.54
7513,2965.4
7514,2795.41
7515,2866.88
7516,2688.63
7517,2810.71
7518,2905.95
7519,2721.61
7520,3087
7521,2785.34
7522,2798.55
7523,2950.4
7524,2810.51
7525,2871.79
7526,2653.04
7527,3017.8
7528,2905.67
7529,2717.97
7530,3008.83
7531,2822.77
7532,2757.82
7533,2984.27
7534,2751.96
7535,2892.2
7536,2670.12
7537,2972.89
7538,2785.58
7539,2648.12
7540,2998.27
7541,2789.57
7542,2815.83
7543,2766.42
7544,2824.95
7545,2752.78
7546,2742.55
7547,3109.46
7548,2827.77
7549,2808.62
7550,2977.9
7551,2861.19
7552,2778.25
7553,2799.84
7554,3073.86
7555,2764.68
7556,2745.03
7557,3033.5
7558,2825.18
7559,2796.27
7560,3116.8
7561,2899.13
7562,2795.09
7563,2834.33
7564,3110.19
7565,2695.11
7566,2791.26
7567,3155.03
7568,2839.86
7569,2864.23
7570,2879.04
7571,2784.09
7572,2836.4
7573,2849.74
7574,2960.61
7575,2849.45
7576,2944.01
7577,2994.42
7578,2774.01
7579,2890.95
7580,2846.96
7581,3013.58
7582,2956.72
7583,2934.89
7584,2944.79
7585,2874.97
7586,2943.92
7587,3006.36
7588,2834.27
7589,2865.55
7590,2780.89
7591,3029.13
7592,2763.91
7593,2824.26
7594,3022.41
7595,2805.28
7596,2943.63
7597,2796.73
7598,2810.75
7599,2962.58
7600,2802.05
7601,3082.58
7602,2900.94
7603,2898.43
7604,3028.29
7605,2885.8
7606,2849.77
7607,2810.63
7608,3068.26
7609,2900.44
7610,2786.55
7611,3012.39
7612,2873.29
7613,2835.28
7614,3124.06
7615,2876.14
7616,2810.34
7617,2842.64
7618,3103.02
7619,2776.2
7620,2812.43
7621,3072.84
7622,2824.4
7623,2877
7624,2796.34
7625,2728.37
7626,2888.9
7627,2852.59
7628,2970
7629,2765.52
7630,2893.32
7631,2943.99
7632,2809.59
7633,2884.33
7634,2857.52
7635,2997.02
7636,2882.01
7637,2889.85
7638,2970.39
7639,2851.78
7640,2959.54
7641,2999.14
7642,2879.33
7643,2985.42
7644,2784.51
7645,3051.9
7646,2831.85
7647,2812.65
7648,3087.81
7649,2843.89
7650,2815.47
7651,2863.66
7652,2881.83
7653,2836.48
7654,2856.11
7655,3143.43
7656,2772.52
7657,2929.94
7658,3105.21
7659,2800.6
7660,2894.83
7661,2958.23
7662,2965.46
7663,2899.68
7664,2872.85
7665,2975.82
7666,2848.12
7667,2910.98
7668,2940.88
7669,2815.99
7670,2890.53
7671,2743.76
7672,2993.5
7673,2828.64
7674,2716.21
7675,3045.95
7676,2778.84
7677,2781.99
7678,2808.3
7679,2929.46
7680,2851.18
7681,2797.45
7682,3082.28
7683,2777.02
7684,2865.57
7685,3102.29
7686,2820.68
7687,2921.48
7688,2921
7689,3005
7690,2885.01
7691,2888.95
7692,3012.48
7693,2842.83
7694,2954.29
7695,3029.42
7696,2882.17
7697,2997.13
7698,2809.38
7699,3042.18
7700,2904.44
7701,2847.49
7702,3069.35
7703,2934.22
7704,2937.78
7705,2835.48
7706,2948.47
7707,2952.4
7708,2842.4
7709,3045.7
7710,2840.64
7711,2901.29
7712,2986.75
7713,2866.52
7714,2884.04
7715,2835.45
7716,3112.71
7717,2922
7718,2828.6
7719,3073.67
7720,2838.24
7721,2898.26
7722,3150.61
7723,2848.51
7724,2928.66
7725,2894.67
7726,3031.94
7727,2904.17
7728,2871.31
7729,3040.23
7730,2893.52
7731,2914.72
7732,2834.58
7733,2824.76
7734,2931.24
7735,2905.19
7736,3007.97
7737,2852.67
7738,2957.32
7739,2990.96
7740,2883.51
7741,2973.5
7742,2863.33
7743,3131.08
7744,2991.3
7745,2806.79
7746,3068.44
7747,2931.8
7748,2889.42
7749,3159.78
7750,2925.4
7751,2940.07
7752,2864.51
7753,3150.6
7754,2820.62
7755,2832.84
7756,3109.73
7757,2875
7758,2920.47
7759,2842.65
7760,2879.24
7761,2966.87
7762,2835.11
7763,3106.03
7764,2923.86
7765,2909.51
7766,3121.29
7767,2974.6
7768,2930.34
7769,2840.48
7770,3136.87
7771,2923.32
7772,2868.69
7773,3114.85
7774,2859.42
7775,2944.54
7776,3255.36
7777,2715.32
7778,2803.42
7779,2644.88
7780,2947.33
7781,2752.95
7782,2645.23
7783,2977.43
7784,2753.75
7785,2722.48
7786,2723.24
7787,2734.6
7788,2830.62
7789,2770.98
7790,2848.97
7791,2699.35
7792,2819.05
7793,2844.9
7794,2747.24
7795,2793.19
7796,2655.57
7797,2975.03
7798,2837.18
7799,2701.53
7800,2969.67
7801,2783.92
7802,2780.78
7803,3003.79
7804,2799.65
7805,2820.93
7806,2762.34
7807,2841.07
7808,2747.26
7809,2752.56
7810,2865.61
7811,2756.25
7812,2843.6
7813,2656.32
7814,2717.96
7815,2820.85
7816,2752.8
7817,3029.73
7818,2729.46
7819,2797.54
7820,2971.15
7821,2744.92
7822,2828.22
7823,2804.26
7824,2892.86
7825,2777.93
7826,2825.59
7827,2909.62
7828,2751.79
7829,2875.55
7830,2973.67
7831,2770.42
7832,2857.2
7833,2730.72
7834,2991.59
7835,2815.66
7836,2745.04
7837,2991.1
7838,2823.74
7839,2877.96
7840,2808.42
7841,2761.29
7842,2882.14
7843,2863.46
7844,3087.97
7845,2783.17
7846,2870.67
7847,3018.24
7848,2787.44
7849,2843.7
7850,2797.12
7851,3099.26
7852,2817.95
7853,2765.93
7854,3054.17
7855,2732.54
7856,2835.46
7857,3095.25
7858,2803.49
7859,2856.39
7860,2853.75
7861,3021.52
7862,2764.4
7863,2816.67
7864,3052.91
7865,2797.85
7866,2846.14
7867,2782.28
7868,2860.67
7869,2811.7
7870,2758.48
7871,3023.07
7872,2810.43
7873,2824.67
7874,2925.29
7875,2771.19
7876,2908.45
7877,2754.35
7878,2963.31
7879,2871.04
7880,2791.88
7881,3035.16
7882,2885.14
7883,2888.66
7884,3020.19
7885,2828.22
7886,2894.91
7887,2866.07
7888,2967.12
7889,2766.12
7890,2876.39
7891,3016.01
7892,2770.93
7893,2911.31
7894,2808.15
7895,2798.5
7896,2851.17
7897,2774.03
7898,3003.92
7899,2838.37
7900,2896.66
7901,3022.32
7902,2813.11
7903,2889.12
7904,2783.9
7905,3000.45
7906,2947.15
7907,2817.55
7908,3046.05
7909,2792.07
7910,2854.1
7911,3086.84
7912,2738.63
7913,2864.6
7914,2829.46
7915,3001.15
7916,2793.7
7917,2752.16
7918,3016.29
7919,2817.75
7920,2777.72
7921,2750.1
7922,2740.7
7923,2835.09
7924,2842.72
7925,2981.21
7926,2796.08
7927,2891.76
7928,2955.21
7929,2771.28
7930,2887.86
7931,2825.19
7932,3080.65
7933,2835.67
7934,2773.71
7935,3059.77
7936,2741.08
7937,2881.74
7938,3120.03
7939,2716.95
7940,2829.71
7941,2832.81
7942,3016.41
7943,2809.16
7944,2747.09
7945,2997.01
7946,2897.35
7947,2876.45
7948,2814.73
7949,2781.75
7950,2875.82
7951,2879.97
7952,3047.41
7953,2771.81
7954,2821.17
7955,2998.3
7956,2814.6
7957,2891.79
7958,2808.37
7959,3025.19
7960,2861.16
7961,2836.45
7962,2944.72
7963,2809.02
7964,2984.72
7965,3055.99
7966,2808.94
7967,2953.93
7968,2880.5
7969,3039.84
7970,2836.18
7971,2852.33
7972,3149.23
7973,2804.48
7974,2875.45
7975,2861.16
7976,2827.57
7977,2979.92
7978,2804.48
7979,3098.7
7980,2951.11
7981,2892.27
7982,3057.94
7983,2851.91
7984,2894.12
7985,2943.97
7986,3016.11
7987,2871.16
7988,2936.97
7989,3025.47
7990,2816.3
7991,2846.34
7992,3061.05
7993,2882.58
7994,2854.43
7995,2840.71
7996,2929.62
7997,2759.55
7998,2909.13
7999,2996.93
8000,2804.99
8001,2914.55
8002,2829.19
8003,2880.78
8004,2885.79
8005,2848.5
8006,3032.15
8007,2816.49
8008,2952.93
8009,2997.89
8010,2805.96
8011,2940.92
8012,2834.52
8013,3126.66
8014,2884.31
8015,2811.53
8016,3018.67
8017,2867.81
8018,2904.07
8019,3072.44
8020,2857.71
8021,2916.66
8022,2828.97
8023,3003.71
8024,2916.04
8025,2851.77
8026,3110.37
8027,2789.03
8028,2869.38
8029,2835.7
8030,2850.29
8031,3022.89
8032,2855.91
8033,3044.87
8034,2885.93
8035,2906.33
8036,3116.37
8037,2775.1
8038,2833.89
8039,2850.32
8040,3032
8041,2901.95
8042,2758.39
8043,3008.46
8044,2883.26
8045,2883.16
8046,3042.98
8047,2860.22
8048,2880.94
8049,2900.4
8050,3013.59
8051,2807.4
8052,2818.57
8053,3050.26
8054,2842.84
8055,2847.34
8056,2756.15
8057,2780.46
8058,2888.79
8059,2910.53
8060,3044.12
8061,2765.26
8062,2822.82
8063,3000.42
8064,2827.21
8065,2805.24
8066,2813.55
8067,2932
8068,2852.55
8069,2877.94
8070,2965.48
8071,2770.46
8072,2857.04
8073,3064.86
8074,2867.91
8075,2818.78
8076,2746.17
8077,2946.4
8078,2833.66
8079,2882.72
8080,3023.39
8081,2768.86
8082,2841.45
8083,2809.98
8084,2828.53
8085,2864.27
8086,2903.63
8087,3046.78
8088,2779.96
8089,2928.76
8090,3038.11
8091,2841.15
8092,2823.95
8093,2823.56
8094,2991.16
8095,2892.08
8096,2905.05
8097,3027.1
8098,2806.93
8099,2877.46
8100,3098.33
8101,2841.84
8102,2838.38
8103,2851.9
8104,3004.86
8105,2893.1
8106,2925.48
8107,3042.21
8108,2851.27
8109,2869.42
8110,2816.59
8111,2859.14
8112,2983.37
8113,2926.7
8114,3095.1
8115,2828.89
8116,2935.9
8117,3065.78
8118,2904.04
8119,2860.72
8120,2906.51
8121,3028.83
8122,2906.06
8123,2989.56
8124,3038.95
8125,2912.92
8126,2851.15
8127,3156.28
8128,2925.34
8129,2940.49
8130,2867.18
8131,3026.47
8132,2827.6
8133,2855.61
8134,3081.46
8135,2877.6
8136,2888.01
8137,2879.34
8138,2821.28
8139,2869.66
8140,2848.29
8141,3140.2
8142,2899.98
8143,2915.34
8144,3097.87
8145,2892.4
8146,2946.83
8147,2944.49
8148,3084
8149,2903.44
8150,2806.77
8151,3090.61
8152,2937.32
8153,2929.67
8154,3118.3
8155,2908.9
8156,2934.2
8157,2885.53
8158,3028.1
8159,2826.63
8160,2846
8161,3132.41
8162,2886.58
8163,2948.27
8164,2850.77
8165,2847.94
8166,2913.78
8167,2813.67
8168,3135.27
8169,2942
8170,2960.28
8171,3110.77
8172,2804.04
8173,2929.76
8174,2848.55
8175,3131.46
8176,2954.49
8177,2882.94
8178,3094.03
8179,2830.89
8180,2993.17
8181,3162.71
8182,2858.7
8183,2960.76
8184,2831.06
8185,3080.56
8186,2879.16
8187,2871.56
8188,3131.03
8189,2810.33
8190,2917.12
8191,2815.93
8192,2852.31
8193,2881.91
8194,2857.4
8195,3057.9
8196,2872.16
8197,2998.24
8198,3012.9
8199,2869.08
8200,2875.61
8201,2868.79
8202,3096.5
8203,2930.72
8204,2908.84
8205,3052.46
8206,2846.13
8207,2920.08
8208,3166.1
8209,2965.99
8210,2960.4
8211,2961.57
8212,3065.41
8213,2880.42
8214,2886.49
8215,3135.42
8216,2940.3
8217,2927.31
8218,2898.93
8219,2894.4
8220,2942.09
8221,2863.14
8222,3202.85
8223,2925.94
8224,2960.45
8225,3143.94
8226,2901.36
8227,2982.54
8228,2857.91
8229,3124.65
8230,3026.52
8231,2887.23
8232,3174.59
8233,2860.36
8234,2990.93
8235,3093.12
8236,2896.64
8237,2962.19
8238,2862.56
8239,3155.7
8240,2872.16
8241,2949.82
8242,3120.79
8243,2891.17
8244,2934.81
8245,2913.07
8246,2900.91
8247,2992.2
8248,2979.7
8249,3210.81
8250,2947.79
8251,2931.47
8252,3105.87
8253,2943.74
8254,2972.91
8255,2961.29
8256,3182.26
8257,3004.48
8258,2841.89
8259,3108.15
8260,2904.39
8261,2988.76
8262,3191.23
8263,2852.2
8264,2966.74
8265,2833.66
8266,3178.53
8267,2930.21
8268,2908.85
8269,3200.12
8270,2865.01
8271,2996.63
8272,2881.37
8273,2902.76
8274,2855.02
8275,2930.16
8276,3085.28
8277,2928.79
8278,2957.59
8279,3115
8280,2891.7
8281,2944.86
8282,2910.32
8283,3094.22
8284,2940.79
8285,2942.02
8286,3178.98
8287,2942.29
8288,2980.74
8289,3171.78
8290,2851.76
8291,2973.48
8292,2867.75
8293,3171.49
8294,2965.5
8295,2931.11
8296,3236.04
8297,2901.67
8298,2995.12
8299,2887.69
8300,2953.51
8301,2947.25
8302,2955.44
8303,3150.06
8304,3021.5
8305,2988.91
8306,3189.72
8307,2926.82
8308,3036.72
8309,2991.83
8310,3121.48
8311,2991.09
8312,2922.46
8313,3154.77
8314,3013.59
8315,2999.66
8316,3221.68
8317,2877.28
8318,3005.66
8319,2862.16
8320,3144.64
8321,2995.13
8322,2930.17
8323,3155.16
8324,2928.37
8325,3020.29
8326,2967.09
8327,3026.5
8328,3020.22
8329,2974.73
8330,3182.76
8331,2893.83
8332,2980.28
8333,3124.52
8334,2970.34
8335,3006.39
8336,3002.37
8337,3223.89
8338,3086.96
8339,2956.5
8340,3210.52
8341,2934.11
8342,3043.19
8343,3192
8344,2906.85
8345,3027.38
8346,2928.26
8347,3160.08
8348,2966.15
8349,3008.92
8350,3248.91
8351,3016.16
8352,3030.78
8353,3014.73
8354,2931.83
8355,3067.03
8356,2959.53
8357,3231.96
8358,2921.27
8359,3045.73
8360,3141.12
8361,2944.71
8362,3087.78
8363,2936.99
8364,3254.85
8365,2978.43
8366,2977.46
8367,3130.31
8368,2922.79
8369,3001.05
8370,3189.49
8371,3016.64
8372,3000.53
8373,3023.9
8374,3151.13
8375,2997.45
8376,2960.84
8377,3223.94
8378,2982.93
8379,3018.4
8380,2973.54
8381,2977.91
8382,3013.85
8383,2964.15
8384,3222.97
8385,3004.19
8386,3039.74
8387,3250.09
8388,2975.29
8389,3058.11
8390,3052.81
8391,3237.99
8392,3068.76
8393,2955.33
8394,3252.41
8395,2972.29
8396,3030.65
8397,3183.12
8398,3039.3
8399,3126.73
8400,2965.99
8401,3284.16
8402,2999.29
8403,2994.22
8404,3183.71
8405,3013.89
8406,2973.06
8407,3011.6
8408,2935.59
8409,3130.22
8410,3004.24
8411,3342.64
8412,2917.88
8413,3051.28
8414,3155.37
8415,2975.22
8416,3044.25
8417,3008.21
8418,3201.99
8419,3015.22
8420,2971.19
8421,3209
8422,3027.54
8423,3010.39
8424,3265.55
8425,2948.93
8426,3056.52
8427,2945.47
8428,3204.7
8429,2897.55
8430,3006.75
8431,3131.65
8432,2917.21
8433,2997.51
8434,2929.27
8435,2875.29
8436,3078.01
8437,2924.68
8438,3267.51
8439,2974.25
8440,3042.72
8441,3095.86
8442,2992.21
8443,3089.11
8444,2986.5
8445,3235.81
8446,3060.26
8447,3017.57
8448,3219.85
8449,3045.17
8450,3072.16
8451,3264.6
8452,2940.15
8453,3036.78
8454,2973.59
8455,3219.89
8456,3014.53
8457,2980.09
8458,3274.1
8459,3038.56
8460,3083.89
8461,3004.4
8462,3041.46
8463,3083.04
8464,3058.91
8465,3308.3
8466,3001.12
8467,3082.46
8468,3208.74
8469,2969.68
8470,3077.23
8471,2967.57
8472,3241.57
8473,3142.51
8474,2994.14
8475,3283.48
8476,3043.98
8477,3183.01
8478,3317.2
8479,3080.39
8480,3104.29
8481,3079.7
8482,3229.21
8483,3008.77
8484,2992.27
8485,3279.85
8486,3077.26
8487,3041.09
8488,3001.58
8489,3002.58
8490,3043.94
8491,3043.01
8492,3255.16
8493,2971.15
8494,3036.94
8495,3220.44
8496,3069.99
8497,3035.36
8498,3084.97
8499,3244.36
8500,3168.13
8501,2987.84
8502,3263.43
8503,2969.95
8504,3129.75
8505,3222.94
8506,2958.67
8507,3031.77
8508,3025.92
8509,3152.32
8510,2949.65
8511,2956.4
8512,3259.34
8513,3029.04
8514,3048.61
8515,3034.85
8516,3002.32
8517,3083.43
8518,2967.45
8519,3243.48
8520,2971.36
8521,3070.95
8522,3196
8523,3096.27
8524,3058.89
8525,3066.46
8526,3278.41
8527,3113.68
8528,2975.88
8529,3347.91
8530,2997.38
8531,3124.2
8532,3261.84
8533,3006.82
8534,3056.59
8535,3051.16
8536,3183.82
8537,2999.7
8538,2963.65
8539,3270.7
8540,2972.85
8541,3107.66
8542,2955.02
8543,3031.96
8544,3084.3
8545,2975.11
8546,3254.49
8547,3055.6
8548,3070.05
8549,3255.73
8550,2968.36
8551,3110.32
8552,2991.71
8553,3242.93
8554,2984.67
8555,2995.47
8556,3136.68
8557,2944.23
8558,3008.14
8559,3232.59
8560,2996.21
8561,3006.2
8562,2937.3
8563,3238.27
8564,2942.74
8565,3032.29
8566,3177.15
8567,2958.93
8568,2999.94
8569,3042.03
8570,2961.57
8571,3137.31
8572,2988.36
8573,3397.53
8574,2966.36
8575,3118.51
8576,3157.11
8577,2974.9
8578,3030.11
8579,3014.71
8580,3197.64
8581,3090.13
8582,2939.16
8583,3231.48
8584,2901.7
8585,3055.39
8586,3157.63
8587,2961.42
8588,2993.42
8589,2997.03
8590,3165.7
8591,2981.31
8592,2931.91
8593,3230.83
8594,2890.85
8595,3072.36
8596,2982.76
8597,3015.07
8598,3081.53
8599,3075.11
8600,3293.09
8601,3033.03
8602,3044.89
8603,3302.57
8604,2992.98
8605,3057.63
8606,2999.99
8607,3289.34
8608,3072.51
8609,2983.26
8610,3210.35
8611,2970.79
8612,3039.76
8613,3315.52
8614,2964.48
8615,3078.79
8616,3016.59
8617,3272.12
8618,2982.08
8619,3033.23
8620,3281.45
8621,3043.81
8622,3095.94
8623,3086.5
8624,2987.76
8625,3152.53
8626,3018.62
8627,3311.1
8628,3051.96
8629,3141.77
8630,3240.62
8631,3074.65
8632,3080.44
8633,3119.27
8634,3280.56
8635,3146.39
8636,2997.41
8637,3255.53
8638,3031.55
8639,3158.92
8640,3319.78
8641,2622.5
8642,2602.3
8643,2615.15
8644,2771.03
8645,2574.1
8646,2568.94
8647,2762.67
8648,2524.64
8649,2646.71
8650,2594.04
8651,2692.21
8652,2653.29
8653,2664.5
8654,2838.87
8655,2656.95
8656,2631.98
8657,2819.55
8658,2619.17
8659,2687.52
8660,2579.46
8661,2855.53
8662,2655.23
8663,2687.49
8664,2742.29
8665,2664.42
8666,2640.88
8667,2870.79
8668,2582.43
8669,2678.85
8670,2591.51
8671,2814.89
8672,2564.18
8673,2671.83
8674,2790.88
8675,2631.67
8676,2614.48
8677,2637.1
8678,2577.98
8679,2651.85
8680,2587.17
8681,2765.79
8682,2593.92
8683,2608.16
8684,2827.53
8685,2500.22
8686,2725.17
8687,2559.39
8688,2812.09
8689,2647.73
8690,2638.97
8691,2745.78
8692,2583.86
8693,2590.54
8694,2900.2
8695,2528.11
8696,2672.02
8697,2589.04
8698,2828.66
8699,2527.11
8700,2652.85
8701,2828.02
8702,2624.01
8703,2678.23
8704,2607.63
8705,2554.03
8706,2669.96
8707,2583.93
8708,2739.8
8709,2616.23
8710,2606.59
8711,2791.23
8712,2569.11
8713,2639.4
8714,2559.84
8715,2816.79
8716,2624.07
8717,2593.01
8718,2783.44
8719,2603.01
8720,2608.28
8721,2895.43
8722,2560.44
8723,2687.35
8724,2617.26
8725,2808.56
8726,2606.05
8727,2640.46
8728,2822.24
8729,2667.33
8730,2669.64
8731,2690.28
8732,2596.37
8733,2703.84
8734,2566.67
8735,2838.35
8736,2592.96
8737,2656.19
8738,2808.79
8739,2544.22
8740,2672.7
8741,2623.71
8742,2849.39
8743,2627.74
8744,2680.84
8745,2766.95
8746,2668.8
8747,2649.97
8748,2904.39
8749,2592.72
8750,2709.56
8751,2611.15
8752,2845
8753,2637.59
8754,2671.22
8755,2832.43
8756,2691.1
8757,2678.59
8758,2657.95
8759,2574.04
8760,2655.39
8761,2650.24
8762,2844.65
8763,2604.68
8764,2664.37
8765,2840.88
8766,2595.44
8767,2708.78
8768,2597.09
8769,2900.14
8770,2672.68
8771,2720.62
8772,2801.42
8773,2740.15
8774,2666.49
8775,2914.53
8776,2615.4
8777,2746.73
8778,2597.95
8779,2826.11
8780,2597.69
8781,2679.35
8782,2802.31
8783,2675.25
8784,2667.62
8785,2656.47
8786,2596.15
8787,2653.72
8788,2628.48
8789,2871.4
8790,2630.03
8791,2680.7
8792,2885.94
8793,2653.77
8794,2748.42
8795,2616.98
8796,2890.1
8797,2658.46
8798,2676.72
8799,2786.08
8800,2681.31
